"id","url","created_by","created_at","terms","term_count","answered","answered_by","answer_terms","answer_term_count","posters","poster_count","posts_count","views","like_count"
"11897","https://forum.knime.com/t/r-node-problem-in-mac-osx-10-10-5/11897","saritaneupane","2018-08-23T19:43","mac, osx, team, instal, whether, one, struggl, sort, out, coupl, day, see, similar, link, solut, forum, integr, interact, set, path, home, under, prefer, follow, refer, librari, framework, resourc, restart, both, rserv, start, repositori, miss, also, step, instruct, suggest, high, appreci, advanc, sarita",42,"no",,,0,"mlauber71, jonathan.hale, saritaneupane",3,3,98,2
"11896","https://forum.knime.com/t/database-reader-issue/11896","zeineb","2018-08-23T18:03","databas, reader, issu, read, data, oracl, error, execut, fail, bigger, type, length, maximum, server, microsoft, virtual, machin, small, licens, below, exampl, tabl, zeineb",23,"no",,,0,"ipazin, zeineb, ScottF, izaychik63",4,5,78,3
"11890","https://forum.knime.com/t/logit-indication-of-logistice-regression-learner/11890","meic","2018-08-23T11:23","logit, indic, logistic, regress, learner, logist, coeffici, statist, one, label, after, row, id, mean, choos, configur, chang, result, turn, oppist, exampl, target, column, ereignisflag, refer, categori",26,"no",,,0,"ipazin, meic",2,3,26,1
"11889","https://forum.knime.com/t/shopping-cart-analysis/11889","gramsi","2018-08-23T00:53","shop, cart, analysi, understand, rebuild, sever, exampl, one, first, market, basket, interst, start, more, simpli, data, contain, column, distinct, orderid, productid, step, display, most, common, combin, rank, number, order, transact, tabl, item",32,"no",,,0,"armingrudd, gramsi, adaptagis",3,5,101,2
"11888","https://forum.knime.com/t/file-list/11888","tsantunes","2018-08-23T00:26","file, list, add, column, whit, date, day, descript, name, data, each, loop, follow, exampl, read",15,"no",,,0,"mlauber71, tsantunes",2,3,64,0
"11887","https://forum.knime.com/t/clustering-with-restrictions/11887","peleitor","2018-08-22T21:38","cluster, restrict, open, avail, method, find, combin, situat, describ, first, distanc, between, point, suppos, number, attribut, base, also, impos, each, same, should, exceed, threshold, second, weigth, weight, insur, total, given, advanc",31,"no",,,0,"peleitor, ScottF",2,3,134,0
"11885","https://forum.knime.com/t/if-statement-with-math-calculation/11885","stephan555","2018-08-22T18:27","statement, math, calcul, complet, follow, combin, step, multipl, also, store, result, add, logic, compar, two, manipul, filter, price, sum, quantiti, case, multipli, delet, row, where",25,"no",,,0,"armingrudd, stephan555, izaychik63",3,5,176,2
"11884","https://forum.knime.com/t/knime-3-6-database-reader-not-retrieving-new-content-after-reset-for-ms-access/11884","izaychik63","2018-08-22T18:25","databas, reader, retriev, content, after, reset, ms, access, window, enterpris, updat, restart, ucanaccess, happen, twice, chang, sql, script, result, read, cach, advis",22,"yes","stelfrich","abl, run, deprec, case, entir, mean, miss, function, db, feedback, our, exact, releas, preview",14,"stelfrich, system, tobias.koetter, izaychik63",4,12,95,3
"11883","https://forum.knime.com/t/column-aggregation-to-row-concatenation/11883","stolph","2018-08-22T18:10","column, aggreg, row, concaten, transform, tabl, depict, pictur, element, anoth, anybodi, achiev, combin, should",14,"yes","ipazin","one, groupbi, enough, group, column, sessionid, under, manual, aggreg, chose, searchphras, function, concaten, uniqu, br, ivan",16,"ipazin, stolph, system",3,5,53,2
"11882","https://forum.knime.com/t/knime-woe-cross-validation-problem/11882","meic","2018-08-22T15:54","woe, cross, valid, find, support, fail, one, anoth, number, partition, ten, model, generat, test, time, confus",16,"no",,,0,"nemad, meic",2,3,47,1
"11881","https://forum.knime.com/t/knime-batch-mode-issue-after-upgrated-knime/11881","riouh56PG","2018-08-22T12:02","batch, mode, issu, after, upgrat, tring, launch, job, line, code, input, user, nom, deploy, bin, exe, consolelog, noexit, nosplash, reset, applic, product, workflowdir, workspac, traitement, exceltbd, both, without, path, environ, variabl, work, proper, latest, version, astonish, manual, anoth, also, crash, same, compileroracl, exclud, javax, swing, text, glyphview, getbreakspot, info, main, batchexecutor, execut, riou, error, unsupport, unabl, load, string, pre, creat, unknown, sucess, delight, piec, hugo",65,"no",,,0,"ipazin, riouh56PG, Iris",3,7,76,1
"11880","https://forum.knime.com/t/exported-workflow-missing-vital-files-in-batch-mode/11880","jvj0","2018-08-22T11:26","export, miss, vital, file, batch, mode, group, test, run, howev, unabl, due, error, relat, exampl, status, dataloaderror, load, port, content, json, reader, such, data, path, xml, string, manipul, variabl, read, spec, compar, workspac, knar, mani, direct, gui, everyth, work, also, import, anoth, abl, though, see, appear, fail",47,"no",,,0,"ipazin, jvj0, stelfrich",3,15,79,1
"11877","https://forum.knime.com/t/save-to-excel-macro-enable-file/11877","chaconq","2018-08-22T03:08","save, excel, macro, enabl, file, support, version, befor, abl, sheet, append, write, data, workbook, alway, chang, extens, output, ad, xlsx, end, filenam, suppos, test, xlsm, name, erras, last, part, everytim, keep, weird, work, past, anymor",35,"yes","chaconq","found, work, out, creat, variabl, file, locat, name, contain, xlsm, format, varibl, excel, sheet, append, output, note, ad, xlsx",19,"chaconq, system",2,3,87,2
"11876","https://forum.knime.com/t/grey-area-in-knime-workflow-editor/11876","ericsteinbock","2018-08-21T21:48","grey, area, editor, deal, big, reinstal, expand, without, sucess, anybodi, fix, eric",12,"no",,,0,"ericsteinbock, ruettger, gab1one, niederle, ScottF, matteast92",6,16,225,2
"11875","https://forum.knime.com/t/how-can-i-use-evolutionary-genetic-algorithm-for-feature-selection-in-knime/11875","abdalimran","2018-08-21T20:11","evolutionari, genet, algorithm, featur, select, peopl, subset",7,"no",,,0,"daria.goldmann, abdalimran",2,2,110,1
"11871","https://forum.knime.com/t/number-to-string-problem/11871","chaconq","2018-08-21T18:22","number, string, probabl, basic, realli, rid, input, file, code, taken, doubl, transform, valu, below, output, origin, after, convers, ad, full",20,"yes","ipazin","abov, happen, long, solv, number, length, column, express, tolong, function, string, type, ivan",13,"ipazin, system, chaconq, ScottF",4,9,173,3
"11867","https://forum.knime.com/t/calling-workflows-already-with-file-readers/11867","TIZIZ","2018-08-21T13:06","call, alreadi, file, reader, must, data, process, result, one, generat, bring, togeth",12,"no",,,0,"TIZIZ, ipazin",2,3,42,0
"11866","https://forum.knime.com/t/save-knime-workflow-always-unprocessed/11866","agaunt","2018-08-21T13:03","save, alway, unprocess, possibl, certain, workspac, default, click, button, ask, type, file, name, suffix, folder, export",16,"no",,,0,"Iris, agaunt",2,2,50,0
"11865","https://forum.knime.com/t/use-variable-to-lock-the-configuration-of-unpivoting-node/11865","kevinchen","2018-08-21T12:50","variabl, lock, configur, unpivot, challeng, met, again, advanc, light, inspir, target, appli, loop, tabl, below, column, creat, kept, also, control, flow, set, volum, exclud, part, retain, includ, howev, two, extra, appear, result, wrong, kevin",34,"no",,,0,"kevinchen, stelfrich",2,3,45,0
"11863","https://forum.knime.com/t/appending-a-template-to-many-excel-files/11863","Groumayo","2018-08-21T10:52","append, templat, mani, excel, file, work, entir, big, db, input, split, base, column, loop, creat, directori, contain, output, each, categori, move, next, step, sheet, one, call, data, graph, result, take, accomplish, through, everytim, overwrit, renam, same, first, cant, figur, out, give, hint, current",43,"yes","stelfrich","achiev, first, creat, templat, dynam, name, rang, input, data, generat, plot, graph, result, sheet, follow, method",16,"Groumayo, stelfrich, system",3,4,97,3
"11862","https://forum.knime.com/t/appending-many-large-tables/11862","Patrick_Guth","2018-08-21T07:00","append, mani, larg, tabl, screenshot, forum, load, analyz, data, txt, file, contain, column, chose, import, one, folder, wrote, should, extract, their, select, goal, merg, togeth, base, time, signatur, process, work, out, certain, amount, csv, reason, big, structur, weird, confus, instead, continu, differ, random, mix, list, format, directori, reader, read, row, filter, exclud, first, two, name, string, date, convert, mm, dd, uu, kk, ss, sss, loop, repeat, each, concaten, further, inform, feel, free, ask, clear, much",75,"no",,,0,"Patrick_Guth, ipazin",2,4,113,1
"11859","https://forum.knime.com/t/color-manager-reconfiguration/11859","peleitor","2018-08-20T19:18","color, manag, reconfigur, segreg, discret, data, howev, domain, cardin, increas, error, out, complain, enough, colour, run, again, manual, autom",19,"no",,,0,"peleitor, Marten_Pfannenschmidt",2,2,56,1
"11857","https://forum.knime.com/t/finding-the-right-method-for-prediction/11857","obesli","2018-08-20T16:26","find, right, method, predict, two, column, data, upcom, first, categor, includ, depart, name, requir, second, text, detail, third, implement, histor, should",21,"yes","armingrudd","document, provid, link",3,"obesli, armingrudd, system",3,3,41,0
"11856","https://forum.knime.com/t/severe-performance-problems/11856","acommons","2018-08-20T14:20","sever, perform, develop, process, json, format, data, nvd, databas, particular, set, anyway, see, poor, exampl, view, result, column, filter, where, row, output, isol, descript, leg, take, second, display, after, show, load, port, content, scroll, through, work, memori, polici, keep, free, win, box, assign, tabl, also, run, slowli, attach, nvdjsoninput, ed, input, gzip, dataset, unpivot, rework, affect, much, progress, updat, write, csv, minut, basic, instantan",64,"yes","qqilihq","ram, pars, mb, json, sound, overkil, consid, tabl, conveni, function, without, manual, configur, high, perform, focus, awar, implement, detail, quit, obv",21,"qqilihq, system, acommons",3,6,111,2
"11854","https://forum.knime.com/t/insert-the-missed-date/11854","kevinchen","2018-08-20T12:50","insert, miss, date, challeng, deal, format, inform, high, appreci, show, solv, descript, origin, continu, day, name, column, target, between, two, platform, automat, find, gap, data, after, manipul, advanc, kevin",29,"yes","qqilihq","creat, time, interv, advanc, date, rang, join, input, tabl, philipp",10,"qqilihq, kevinchen, system",3,4,32,2
"11853","https://forum.knime.com/t/can-knime-do-the-feature-selection-and-then-parameter-optimization-simultaneously/11853","Kpa","2018-08-20T12:06","featur, select, paramet, optim, simultan, exampl, shown, pictur, store, both",10,"yes","SimonS","realli, simultan, regular, loop, end, collect, both, inform, tabl, featur, select, model, filter, column, also, own, extract, header",18,"SimonS, system, beginner, Kpa",4,10,171,4
"11852","https://forum.knime.com/t/is-knime-batch-executor-forward-compatible/11852","ravikiran","2018-08-20T08:48","batch, executor, forward, compat, team, possibl, earlier, current, execut, creat, newer, version, older, ravikiran",14,"no",,,0,"ipazin, gab1one, ravikiran",3,4,49,0
"11850","https://forum.knime.com/t/wf-memory/11850","malik","2018-08-19T21:16","wf, memori, run, iter, where, each, same, process, excut, end, collect, result, loop, choos, save, data, desk, increas, incres, after, while, frezz, see, imag",24,"no",,,0,"thor, malik, ScottF",3,9,118,0
"11849","https://forum.knime.com/t/best-version-of-knime-for-osx-10-9-5/11849","Sviatoslav_Kendall","2018-08-19T01:24","version, osx, comput, old, macbook, run, advis, against, updat, oper, system, becaus, machin, instal, work, class, current, enrol, advic, choos, most, recent, should, compat, assist",25,"no",,,0,"gab1one, Sviatoslav_Kendall",2,2,28,0
"11848","https://forum.knime.com/t/how-to-update-data-read-by-node/11848","ama1983","2018-08-18T22:19","updat, data, read, start, first, stuck, databas, reader, tabl, captur, chang, refresh, postgresql, back, end, connector, appreci",17,"no",,,0,"ipazin, ama1983",2,2,74,0
"11847","https://forum.knime.com/t/creating-new-column-for-distance-in-km/11847","Qamar","2018-08-18T17:50","creat, column, distanc, km, calcul, tabl, follow, data, shown, fig, imag, basic, add, label, foreign, countri, afterward, accord, categori, requir, under, within, citi, center, lokal, custom, distant, germani, onlin, shop, wait, quick, respons, advanc",34,"no",,,0,"qqilihq, Qamar, armingrudd",3,23,101,4
"11845","https://forum.knime.com/t/partition-labor-duration-by-hour-apply-cost/11845","t2jr0385","2018-08-18T05:44","partit, labor, durat, hour, appli, cost, take, employe, shift, time, interv, order, captur, posit, compar, sale, traffic, attach, spreadsheet, serv, exampl, dataset, imagin, solut, requir, loop, over, along, sever, els, statement, second, layer, complex, overtim, rate, pay, easiest, exist, regular, rather, creat, column, blend, per, basi, difficult, track, cross, appreci, xlsx",51,"no",,,0,"t2jr0385, armingrudd",2,11,50,1
"11844","https://forum.knime.com/t/tool-tips-how-do-i-get-to-see-the-table-row-count/11844","Binksy","2018-08-18T00:06","tool, tip, see, tabl, row, count, quit, honour, join, recent, convert, much, shallow, end, where, stem, find, myself, regular, check, filter, split, correct, open, output, pencil, sum, number, sourc, divid, desir, while, work, notic, first, time, ms, window, appear, show, abl, trick, hover, over, further, newbi, extens, display, either, abov, besid, under, mani",53,"no",,,0,"s.roughley, Binksy, danielesser",3,3,212,7
"11843","https://forum.knime.com/t/sheet-apender-not-adding-sheets-erases-all-other-sheets/11843","inakic","2018-08-17T22:12","sheet, apend, ad, eras, work, flow, month, perfect, up, coupl, week, ago, append, though, execut, correct, delet, tab, name, last, appear, found, configur, caus, reinstal, whole, workbench, issu, persist",29,"no",,,0,"inakic, amartin",2,2,35,0
"11842","https://forum.knime.com/t/tuning-of-xgboost/11842","stoffer88","2018-08-17T18:09","tune, xgboost, appli, imbalanc, dataset, ever, encount, method, model, find, sweetspot, paramet, max, depth, min, child, weight, gamma, subsampl, colsampl, bytre, scale, pos, love, hear",25,"no",,,0,"stoffer88, ScottF",2,10,240,2
"11841","https://forum.knime.com/t/creating-filter-definitions/11841","imagejan","2018-08-17T16:27","creat, filter, definit, apart, rang, slider, allow, combin, tabl, view, javascript, wildcard, regex, pattern, string, input, field, interact, match, valu, given, column, possibl, somehow, cours, rule, base, row, updat, result",30,"no",,,0,"paolotamag, imagejan",2,2,67,3
"11840","https://forum.knime.com/t/keep-only-distinct-lines-from-two-tables/11840","bolma","2018-08-17T15:35","keep, distinct, line, two, tabl, export, found, one, anoth, uniqu, identifi, both",12,"no",,,0,"bolma, izaychik63",2,2,29,0
"11839","https://forum.knime.com/t/how-to-break-iteration-in-a-loop-if-a-node-results-in-an-empty-table/11839","airahdelafuente","2018-08-17T11:20","break, iter, loop, result, empti, tabl, process, certain, data, excel, made, through, file, folder, consolid, situat, therefor, stop, read, entri, forum, hard, time, grasp, solut, current, move, next",28,"yes","gab1one","two, loop, end, same, instead, put, after, math, formula, connect, empti, tabl, branch, switch, direct, string, number, gabriel",18,"ipazin, gab1one, system, airahdelafuente",4,6,104,7
"11838","https://forum.knime.com/t/knime-analytics-platform-v-3-6-error-in-batch-mode/11838","natashullea","2018-08-17T11:11","analyt, platform, error, batch, mode, version, block, after, run, sever, kws, follow, receiv, compileroracl, exclud, javax, swing, text, glyphview, getbreakspot, aug, apach, cxf, bus, osgi, cxfextensionbundlelisten, addextens, info, ad, extens, bundl, rt, transport, blueprint, namespacehandlerregister, regist, warn, ari, packag, avail, namespac, java, lang, noclassdeffounderror, namespacehandl, classload, defineclass, nativ, method, caus, classnotfoundexcept, cannot, found, core, eclips, intern, loader, bundleload, findclassintern, findclass, moduleclassload, loadclass, more, frontend, jaxr",65,"no",,,0,"laval, ravikiran, natashullea, brogash, tudor_topoleanu",5,9,343,2
"11837","https://forum.knime.com/t/how-to-take-2-most-recent-dates/11837","chaconq","2018-08-16T19:20","take, most, recent, date, follow, list, differ, product, price, valid, more, line, everi, time, chang, creat, check, each, compar, see, vs, old, one, exampl, attach, out, current, groupbi, filter, max, remov, duplic, howev, per, proceed",35,"yes","s.roughley","group, loop, start, product, column, bodi, sorter, sort, date, descend, order, row, filter, keep, st, two, price, compar, various, groupb",20,"system, s.roughley, chaconq, izaychik63",4,5,55,3
"11835","https://forum.knime.com/t/text-classification/11835","soso","2018-08-16T14:45","text, classif, relat, transact, data, contain, field, enter, user, ask, certain, classifi, each, base, predefin, categori, guess, combin, sequenc, word, number, more, label, set, un, categor, larg, list, around, record, ex, chang, flat, tire, car, mainten, lost, key, shop, found, forgot, book, tabl, find, secur, stolen, feel, health, face, van, work",51,"no",,,0,"qqilihq, soso",2,11,122,0
"11830","https://forum.knime.com/t/node-takes-more-time-to-execute/11830","kutty","2018-08-16T09:37","take, more, time, execut, everi, hour, data, kime, too, larg, resolv",11,"yes","gab1one","mean, stream, wrap, metanod, contain, themselv, gabriel",7,"ipazin, gab1one, system, s.roughley, kutty, izaychik63",6,8,74,2
"11828","https://forum.knime.com/t/why-groupby-and-pivoting-nodes-dont-count-zero/11828","armingrudd","2018-08-15T16:00","groupbi, pivot, count, zero, percent, aggreg, data, number, instanc, group, skip, produc, miss, valu, instead, one, option, chang, behavior",19,"no",,,0,"armingrudd, Marten_Pfannenschmidt",2,3,68,0
"11827","https://forum.knime.com/t/the-output-of-file-reader-and-csv-reader-nodes-single-source-dont-match/11827","armingrudd","2018-08-15T15:41","output, file, reader, csv, singl, sourc, match, attach, shown, data, read, name, adult, build, decis, tree, model, tabl, creator, make, predict, base, cannot, same, provid, one, case, interchang, creat, accident, student, anoth, test, each, direct, result, came, out, vs, mb",40,"yes","ScottF","took, discrep, format, adult, csv, data, load, up, text, editor, see, each, field, delimit, both, comma, space, reader, explicit, account",20,"armingrudd, system, ScottF",3,6,78,6
"11826","https://forum.knime.com/t/help-knime-tableau-node/11826","paijiey","2018-08-15T08:56","tableau, ask, writer, tde, below, explain, face, right, manipul, mysql, tabl, export, data, extract, process, except, where, refus, execut, after, chang, configur, happen, open, desktop, while, see, alreadi, tick, overwrit, suppos, write, schedul, task, server, user, keep, latest, fail",39,"no",,,0,"paijiey, ScottF",2,2,52,0
"11823","https://forum.knime.com/t/grouping-strings-by-similarity/11823","lparsons42","2018-08-14T23:12","group, string, similar, see, file, name, togeth, list, either, tabl, variabl, most, exampl, fred, txt, sort, separ, stringsimilar, match, themselv, matcher, same, happen, clear, output, distanc, sound, actual, where, number, specifi",31,"no",,,0,"lparsons42, izaychik63",2,2,89,0
"11820","https://forum.knime.com/t/patching-filtered-data-stepwise-into-combined-table/11820","schm90","2018-08-14T17:04","patch, filter, data, stepwis, combin, tabl, comparison, work, quit, similiar, first, ad, follow, simplifi, explan, begin, read, out, file, within, specif, path, certain, extens, shown, loop, ensur, run, through, process, each, untreat, cellcont, allow, differ, sourc, becaus, structur, folllow, treatment, requir, too, output, branch, same, number, row, column, columnhead, both, time, date, till, point, everyth, aim, treat, few, switch, alway, inactiv, one, end, also, inact, singl, type, where, concaten, possibl, note, activ, fill, empti, header, remov, afterward, unbenannt, mw, sort, stand, part, see, lower, turn, yellow, execut, endif, step, made, experi, day, appreci",93,"no",,,0,"schm90, ScottF",2,2,56,0
"11819","https://forum.knime.com/t/knime-full-download-inhouse-deployments/11819","mbloechle","2018-08-14T17:02","full, download, inhous, deploy, version, avail, anymor, suggest, method, multipl, instal, within, compani, dure, workshop, basic, plus, local, updat, file",20,"yes","Iris","max, make, one, instal, local, comput, extens, afterward, deliv, file, colleagu, internet, dure, cours, also, give, contain, each, packag",19,"mbloechle, Iris, system",3,3,64,3
"11817","https://forum.knime.com/t/is-it-possible-to-make-data-driven-like-approach-for-passing-rules-in-knime/11817","Nithya","2018-08-14T14:33","possibl, make, data, driven, approach, pass, rule, while, creat, decis, tree, algorithmn, json, file, configur, manual, ui",17,"no",,,0,"Nithya, qqilihq",2,2,50,2
"11815","https://forum.knime.com/t/transpose-particular-columns-to-rows/11815","kutty","2018-08-14T10:53","transpos, particular, column, row, hii, first, tabl, data, second, year, stud, name, mark, perform",14,"no",,,0,"ipazin, kutty",2,5,150,1
"11813","https://forum.knime.com/t/ternary-plots/11813","michaellis","2018-08-14T01:25","ternari, plot, generat, again",4,"no",,,0,"michaellis, ScottF",2,2,47,0
"11812","https://forum.knime.com/t/conditional-pareto-analisis/11812","Yacine","2018-08-14T00:55","condit, pareto, analisi, challeng, data, base, warehous, product, famili, volum, assign, note, relat, compar, rate, sort, bigger, smaller, make, advanc",20,"no",,,0,"Yacine",1,1,53,0
"11811","https://forum.knime.com/t/error-while-creating-node-dialog-for-input-files-null/11811","lparsons42","2018-08-13T23:59","error, while, creat, dialog, input, file, null, point, where, should, start, troubleshoot, window, doubl, click, configur, come, up, consol, ever, allow, work, correct, though, cannot, word, run, specifi, befor, happen, make, both, cope, ad, relat, old, either, end, build, juli, server, bit",42,"no",,,0,"lparsons42, Iris",2,2,61,0
"11810","https://forum.knime.com/t/set-current-time-as-a-value-of-db-column-of-type-timestamp/11810","jan_lender","2018-08-13T17:55","set, current, time, valu, db, column, type, timestamp, data, load, sourc, tabl, premis, oracl, suppos, write, target, postgresql, structur, same, except, contain, sever, occur, one, databas, reason, simplest, select, src, date, sa, instead, insert, without, annoy, messag, error, writer, execut, fail, java, lang, runtimeexcept, local, input, match, posit, zone, string, option, check, chang, queri, scurrent, subsequ, success, too, each, attempt, result, list, abov, appreci, advic, note, last, rather, avoid, jan",70,"yes","ipazin","date, time, input, creat, string, variabl, legaci, proper, format, br, ivan",11,"ipazin, jan_lender, system",3,6,222,3
"11807","https://forum.knime.com/t/knime-3-6-crashing-on-startup/11807","brogie62","2018-08-13T16:58","crash, startup, keep, log",4,"no",,,0,"brogie62, Marten_Pfannenschmidt",2,2,79,0
"11806","https://forum.knime.com/t/split-cell-values-one-to-be-a-new-column-header-the-other-to-be-column-value/11806","transpose","2018-08-13T13:15","split, cell, valu, one, column, header, face, recur, issu, data, much, appreci, particip, number, item, bought, differ, time, day, transact, level, id, date, usual, consolid, daili, groupbi, uniqu, concat, realli, align, check, add, correct, advanc",35,"yes","Iris","transpos, pivot, appli, raw, data, after, groupbi, basic, group, addit, iri",11,"Iris, transpose, system, mlauber71",4,8,76,6
"11804","https://forum.knime.com/t/anomaly-detection-with-optics/11804","jricgar","2018-08-13T11:16","anomali, detect, optic, train, dbscan, model, cluster, comput, assign, order, data, almost, histor, aggreg, day, total, last, month, generat, evalu, after, load, reader, give, error, relat, differ, size, length, correspond, given, obvious, suggest, advanc",34,"no",,,0,"Iris, Jeany, jricgar, adaptagis",4,7,164,0
"11803","https://forum.knime.com/t/new-database-nodes-column-rename/11803","rsherhod","2018-08-13T10:24","databas, column, renam, lab, find, one, equival, function, richard",9,"no",,,0,"Iris, rsherhod",2,3,41,0
"11800","https://forum.knime.com/t/adding-distance-in-kliometers/11800","Qamar","2018-08-12T18:34","ad, distanc, kliomet, calcul, kilomet, accord, follow, categor, under, within, km, citi, center, lokal, custom, distant, germani, onlin, shop, foreign, detail, tabl, figur, imag",24,"no",,,0,"ipazin, Qamar",2,6,72,2
"11799","https://forum.knime.com/t/r-in-knime/11799","saritaneupane","2018-08-11T05:22","user, quit, learnt, instal, script, within, extens, see, snippet, under, where, write, code, out, classif, algorithm, avail, also, whether, pearson, correl, base, featur, select, packag, decis, tree, inform, suggest, high, appreci, much",32,"no",,,0,"saritaneupane, Jeany",2,4,215,5
"11798","https://forum.knime.com/t/access-password-protected-excel-files/11798","cjwalters18","2018-08-10T23:34","access, password, protect, excel, file, upload, data, such, reader, csv",10,"no",,,0,"amartin, cjwalters18",2,2,114,0
"11797","https://forum.knime.com/t/math-formula-condition-data-for-clustering/11797","michaellis","2018-08-10T20:05","math, formula, condit, data, cluster, sheet, analysi, come, excel, transit, full, matrix, differ, organ, count, add, ever, cell, each, column, standard, whole, logarithm, relat, reach, find, signific, struggl, understand, most, exampl, chang, step",33,"no",,,0,"Iris, michaellis, armingrudd",3,14,147,2
"11795","https://forum.knime.com/t/regex-string-replacer-node-need-help/11795","davidd","2018-08-10T17:48","regex, string, replac, issu, follow, sometim, blank, miss, valu, match, cell, exclud, differ, id, strutur, david",16,"no",,,0,"davidd, mlauber71, amartin",3,5,95,4
"11794","https://forum.knime.com/t/cant-type-in-node-repository-search-box-on-ubuntu/11794","evert.homan","2018-08-10T14:01","type, repositori, search, box, ubuntu, upgrad, both, window, lts, latter, cannot, unless, activ, fuzzi, button, next, first, work, should, evert",20,"yes","evert.homan","must, glitch, after, restart, behav, normal, evert",7,"evert.homan, Jeany, system",3,4,73,0
"11792","https://forum.knime.com/t/data-fusion/11792","zizoo","2018-08-10T12:50","data, fusion, appear, mani, deal, big, solut, algorithm, heterogen, dataset, zie",11,"no",,,0,"daria.goldmann, zizoo",2,2,62,0
"11791","https://forum.knime.com/t/3-6-source-download-org-knime-core-util-plug-in-is-missing/11791","Gon","2018-08-10T11:46","sourc, download, core, util, plug, miss, analyt, platform, updat, site, um, anoth, sorc",13,"no",,,0,"RolandBurger, christian.dietz, Gon",3,4,78,0
"11789","https://forum.knime.com/t/number-of-rows-able-to-be-processed/11789","clint_r","2018-08-10T08:14","number, row, abl, process, column, limit, tabul, data, raster, imag, clint",11,"no",,,0,"ipazin, clint_r",2,4,42,1
"11788","https://forum.knime.com/t/data-mining-algorithms-selection/11788","mmarinzulich","2018-08-09T18:55","data, mine, algorithm, select, where, find, document, differ, analyt, method, avail, case, appli, bay, decis, tree, logist, regress, neural, network, instanc",21,"no",,,0,"armingrudd, mmarinzulich",2,2,78,0
"11786","https://forum.knime.com/t/database-query-sql-statement/11786","rw22","2018-08-09T16:33","databas, queri, sql, statement, column, doubl, includ, date, first, step, transform, int, unfortun, without, success, sever, cast, convert, noth, work, anybodi, solv, mani, diger",24,"no",,,0,"rw22, izaychik63",2,2,35,0
"11785","https://forum.knime.com/t/getting-the-openbabel-node-to-work-on-macos/11785","rsherhod","2018-08-09T16:26","openbabel, work, maco, mac, luck, appar, bundl, point, anaconda, pkgs, py, bin, babel, load, avail, format, dialogu, throw, nullpointerexcept, run, pointer, where, wrong",23,"no",,,0,"daria.goldmann, amartin, rsherhod, ferry.abt",4,6,96,0
"11783","https://forum.knime.com/t/regex-issue/11783","davidd","2018-08-09T13:24","regex, issu, split, follow, string, structur, sdfddf, ros, sdfsdf, cpc, fr, sdfsdfss, promo, sdfs, sddg, retriev, id, between, test, work, match, attach, kn, exampl, read, excel, file, name, mani, david",30,"no",,,0,"johnm1, davidd, imagejan",3,4,42,0
"11782","https://forum.knime.com/t/compare-all-values-of-all-columns-and-if-one-value-is-repeated-the-value-in-the-new-column-created-will-be-1/11782","TIZIZ","2018-08-09T11:50","compar, valu, column, one, repeat, creat, situat, mani, each, same, row, find, ps, null, grate, english",16,"no",,,0,"ipazin, ScottF, TIZIZ",3,42,424,17
"11781","https://forum.knime.com/t/automatic-repeat-of-workflow/11781","umutcankurt","2018-08-09T10:33","automat, repeat, possibl, repetit, certain, part, work, renew, again, within, period, time, made, loop, sampl, exampl, note, entir, section, stream, refresh",21,"no",,,0,"umutcankurt, ScottF",2,2,84,0
"11779","https://forum.knime.com/t/database-reader/11779","blocksey","2018-08-08T18:22","databas, reader, join, xls, oracl, connect, alreadi, add, bring, column, tabl, take, age, row, each, better, ultim, file",18,"yes","ipazin","databas, writer, add, row, see, under, tab, advanc, batch, size, default, set, give, br, ivan",15,"ipazin, blocksey, system",3,4,72,1
"11778","https://forum.knime.com/t/calculate-the-median-of-a-row-without-transposing-first/11778","lparsons42","2018-08-08T17:28","calcul, median, row, without, transpos, first, tabl, column, each, find, groupbi, option, prefer, one, requir, after",16,"no",,,0,"lparsons42, izaychik63, ScottF",3,9,43,2
"11776","https://forum.knime.com/t/list-files-java-snippet-pass-file-location/11776","online-dan","2018-08-08T16:39","list, file, java, snippet, pass, locat, output, tabl, column, name, contain, absolut, path, read, folder, imag, next, creat, object, io, base, previous, unfortunat, result, error, messag, run, execut, fail, lang, nullpointerexcept, write, direct, rather, inject, input, work, realiz, first, approach, variabl, correct, advanc, dan",44,"no",,,0,"online-dan, stelfrich",2,3,47,0
"11771","https://forum.knime.com/t/unexpected-results-from-string-manipulation-node/11771","lparsons42","2018-08-07T23:19","unexpect, result, string, manipul, make, sens, window, adjust, column, valu, come, out, exampl, start, tabl, rowid, fieldnam, row, ms, run, locat, file, path, goal, chang, instead, note, number, middl, origin, end, first, removechar, expect, remov, return, noth, els, ru, letter, drop, though, never, ask, big, deal, next, replacechar, unfortun, fi, two, cell, where, lower, case, underscor, explain, either, shed, light",60,"no",,,0,"ipazin, lparsons42, ScottF",3,3,50,2
"11770","https://forum.knime.com/t/oracle-driver/11770","blocksey","2018-08-07T18:40","oracl, driver, add, extens, meant, instal",6,"yes","ipazin","extens, download, oracl, driver, add, under, file, prefer, databas, br, ivan",11,"ipazin, blocksey, system",3,4,60,2
